Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
0.00988750803278914,0.013366155866829073,0.010683071446048159,0.01070179527199863,0.012522786940504927,0.05801530993184156,0.9979833625033959,0.001240327315784199
0.00988750803278914,0.013366155866829073,0.010683071446048159,0.01070179527199863,0.012522786940504927,0.05801530993184156,0.9979833625033959,0.001240327315784199
0.00988750803278914,0.013366155866829073,0.010683071446048159,0.01070179527199863,0.012522786940504927,0.05801530993184156,0.9979833625033959,0.001240327315784199
0.00988750803278914,0.013366155866829073,0.010683071446048159,0.01070179527199863,0.012522786940504927,0.05801530993184156,0.9979833625033959,0.001240327315784199
0.009887113241593234,0.013365622179206081,0.010682644889372995,0.010701367967713288,0.012522286927153138,0.05801299348026318,0.9979835237046102,0.001240277791647006
0.009882374383576586,0.013359216084296096,0.010677524735882687,0.010696238840318492,0.012516285039813377,0.05798518805996445,0.9979850711892916,0.001519611825019758
0.009881980001546487,0.01335868294979265,0.01067709862129541,0.010695811978895868,0.012515785544680759,0.05798287400918119,0.9979852321704378,0.0015195511809302656
0.009881578856961863,0.013358140673515814,0.010676665200028544,0.010695377797987507,0.012515277484596365,0.0579805202788654,0.9979847069792569,0.0019193551540589923
0.009881973206765702,0.013358673764455075,0.010677091279796588,0.010695804624529872,0.012515776938913583,0.057982834140559915,0.9979845459627267,0.0019194317508599143
0.009881973206765702,0.013358673764455075,0.010677091279796588,0.010695804624529872,0.012515776938913583,0.057982834140559915,0.9979845459627267,0.0019194317508599143
0.009881973206765702,0.013358673764455075,0.010677091279796588,0.010695804624529872,0.012515776938913583,0.057982834140559915,0.9979845459627267,0.0019194317508599143
0.009881973206765702,0.013358673764455075,0.010677091279796588,0.010695804624529872,0.012515776938913583,0.057982834140559915,0.9979845459627267,0.0019194317508599143
0.009881973206765702,0.013358673764455075,0.010677091279796588,0.010695804624529872,0.012515776938913583,0.057982834140559915,0.9979845459627267,0.0019194317508599143
0.009882367587982248,0.013359206897858742,0.010677517393504851,0.010696231485071941,0.012516276433015814,0.057985148186569614,0.9979843849269181,0.0019195083537623045
0.009882367587982248,0.013359206897858742,0.010677517393504851,0.010696231485071941,0.012516276433015814,0.057985148186569614,0.9979843849269181,0.0019195083537623045
0.009882367587982248,0.013359206897858742,0.010677517393504851,0.010696231485071941,0.012516276433015814,0.057985148186569614,0.9979843849269181,0.0019195083537623045
0.009882762000615244,0.013359740073731871,0.010677943541157378,0.010696658379617767,0.012516775966907798,0.05798746241691647,0.997984223871828,0.0019195849627668899
0.009882762000615244,0.013359740073731871,0.010677943541157378,0.010696658379617767,0.012516775966907798,0.05798746241691647,0.997984223871828,0.0019195849627668899
0.009883156444668436,0.013360273292079533,0.010678369722758218,0.010697085308171405,0.012517275540594284,0.05798977683162247,0.9979840627974531,0.001919661577874399
0.009883550920145572,0.013360806552906786,0.010678795938311418,0.010697512270736911,0.012517775154080011,0.05799209143070959,0.9979839017037906,0.0019197381990855586
0.0098839454270504,0.013361339856218702,0.010679222187821028,0.010697939267318341,0.012518274807369733,0.05799440621419982,0.9979837405908373,0.0019198148264010974
0.00988433996538667,0.013361873202020346,0.010679648471291098,0.010698366297919754,0.012518774500468193,0.05799672118211517,0.9979835794585901,0.0019198914598217436
0.009884734535158127,0.013362406590316785,0.010680074788725678,0.010698793362545202,0.01251927423338014,0.057999036334477616,0.9979834183070458,0.0019199680993482245
0.009885129136368524,0.013362940021113089,0.01068050114012882,0.01069922046119875,0.012519774006110323,0.05800135167130917,0.9979832571362017,0.001920044744981269
0.009885918433121131,0.01336400701022557,0.010681353944856998,0.010700074760606372,0.012520773671044396,0.05800598289846761,0.997982934736601,0.0019201980545699622
0.009886313128670844,0.013364540568551884,0.010681780398190135,0.010700501961368564,0.012521273563257785,0.05800829878883851,0.9979827735078383,0.0019202747185270677
0.009886707855674502,0.013365074169398349,0.010682206885508048,0.010700929196175097,0.012521773495308416,0.05801061486376656,0.9979826122597633,0.0019203513885936514
0.009887286925850086,0.013365856969493077,0.010682832548520158,0.010701555955763728,0.012522506902796774,0.058014012578903415,0.9979610453486814,0.006801642854078331
0.009888866299348592,0.01336799200213052,0.010684539000729206,0.010703265398808729,0.012524507220546776,0.058023279609859056,0.9979603932346723,0.006802729333569683
0.00989044617646624,0.01337012771557165,0.010686245997079331,0.010704975386948501,0.012526508176143562,0.05803254959581817,0.9979597408080868,0.006803816159509716
0.009891631414949163,0.013371729947625428,0.010687526601590771,0.010706258235928313,0.012528009311611278,0.05803950402535713,0.9979592512828993,0.00680463150642118
0.00989321217397893,0.013373866853255208,0.01068923455081296,0.010707969178610213,0.012530011384172778,0.0580487791859674,0.9979585983088245,0.006805718939044454
0.009894705396705509,0.013375885425340425,0.010690847920432484,0.010709585375923262,0.012531902589722007,0.05805754072416211,0.9979490655234596,0.008007936651608566
0.00989628712230899,0.013378023637606302,0.010692556914000326,0.010711297364781202,0.012533905886474336,0.0580668215561785,0.9979484090896331,0.008009216766369448
0.009897869352648019,0.013380162532185054,0.01069426645291548,0.010713009899942264,0.012535909822487411,0.05807610534974893,0.997947752340927,0.008010497289620541
0.009899452087963735,0.013382302109402652,0.010695976537438487,0.010714722981667445,0.012537914398066636,0.05808539210628827,0.9979470952771402,0.008011778221557003
0.00990143121759944,0.013384977541382459,0.01069811491075046,0.010716865102827582,0.012540421017396138,0.05809700472079437,0.9979462735040174,0.008013379961488879
0.009902426605865716,0.01338632312964099,0.010699190389418078,0.010717942466447061,0.01254168170261028,0.05810284519734104,0.9979664549239853,0.0048085113266765
0.00990361472564555,0.013387929256696773,0.010700474107059809,0.010719228434013432,0.01254318648731572,0.05810981653299353,0.9979659664169689,0.004809088264799464
0.009904995641745082,0.013389796010156203,0.010701966133696185,0.010720723075669954,0.012544935453591127,0.05811791910800419,0.9979447930697162,0.008016264704552302
0.009906580652444014,0.013391938663288038,0.01070367867668308,0.010722438620167883,0.012546942911002569,0.0581272192154366,0.9979441345855715,0.008017547477991256
0.0099081661694486,0.013394082000855253,0.010705391766713729,0.01072415471266835,0.012548951009663339,0.05813652229363571,0.9979434757852365,0.008018830661191132
0.009909645642435664,0.013396081985733168,0.010706990280269509,0.010725756027879977,0.01255082480080867,0.05814520315473798,0.9979721868358373,0.0024060084064029506
0.009908059606324677,0.013393937946426241,0.010705276629364397,0.010724039373522025,0.0125488160446861,0.05813589703066335,0.9979728365449941,0.0024056233254067592
0.009908059606324677,0.013393937946426241,0.010705276629364397,0.010724039373522025,0.0125488160446861,0.05813589703066335,0.9979728365449941,0.0024056233254067592
0.009908456067851436,0.013394473892040069,0.010705704990767688,0.010724468485698574,0.012549318173555502,0.058138223282968256,0.9979726741469517,0.0024057195841228245
0.009909098522411971,0.013395342376572772,0.010706399138165422,0.010725163849702892,0.01255013185902143,0.05814199290826949,0.9979571858627663,0.0060146889215451195
0.009910288232803406,0.013396950653853113,0.010707684574401698,0.010726451538875926,0.012551638658277972,0.05814897357689291,0.9979566948006758,0.006015411059678576
0.009911478228322439,0.013398559316575355,0.010708970318707356,0.010727739536658286,0.012553145818656054,0.05815595591851278,0.9979562035616792,0.0060161333708806325
0.00991266850907137,0.013400168364877792,0.010710256371192927,0.010729027843160693,0.012554653340285247,0.05816293993372936,0.9979557121456916,0.0060168558552133825
0.009914116371635652,0.013402125618074832,0.010711820730904898,0.010730594944668327,0.012556487096005244,0.05817143531953608,0.9979410024644552,0.008023646250970493
0.00991570429690136,0.013404272211183626,0.010713536422968893,0.010732313643762629,0.012558498244791567,0.058180752528294154,0.997940342159451,0.008024931383212986
0.009917292729867092,0.013406419490612737,0.0107152526635832,0.010734032892368666,0.012560510036593218,0.05819007271600043,0.9979396815370914,0.008026216926344887
0.009918881670775861,0.01340856745669068,0.010716969453010391,0.01073575269074947,0.012562522471717984,0.0581993958840808,0.997939020597173,0.00802750288056287
0.009920471119870848,0.013410716109746184,0.010718686791513206,0.01073747303916824,0.012564535550473854,0.058208722033962115,0.9979383593394926,0.00802878924606374
0.009922061077395378,0.013412865450108188,0.010720404679354551,0.01073919393788835,0.012566549273169006,0.05821805116707211,0.9979376977638466,0.00803007602304443
0.00992347151944945,0.013414772117417416,0.010721928607647119,0.010740720537113922,0.012568335634836326,0.05822632698668577,0.99791893237664,0.010039021894256166
0.009925858043123577,0.01341799827382634,0.010724507154519985,0.010743303603310946,0.012571358229346534,0.05824033000040318,0.9979179302482876,0.010041436206966065
0.009927449695389154,0.013420149905177429,0.01072622687346373,0.01074502633634276,0.01257337409847545,0.058249669077467384,0.997917261760943,0.010043046392666791
0.009929362446101264,0.013422735604634526,0.010728293526906456,0.010747096611932875,0.01257579664716604,0.05826089221124562,0.9979488136901431,0.006026988849439202
0.009930955271855042,0.013424888822333376,0.010730014513758988,0.010748820615095694,0.012577814002548385,0.05827023817379417,0.9979481548757453,0.0060279556731511206
0.0099317518759885,0.013425965689727731,0.010730875213830605,0.010749682823684633,0.012578822922470992,0.058274912277273244,0.9979478253496359,0.006028439201097233
