Rainfall_Terni,Flow_Rate_Lupa
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.02861295036063348,-0.9995905657176142
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.028265414322323643,-0.9996004533578341
0.01664026887225157,-0.9998615411405016
0.016545617644951084,-0.9998631118991975
0.016471650086726998,-0.9998643331689656
0.016380843607586237,-0.9998658249798839
0.016306413858610487,-0.9998670415945671
0.016230750469727318,-0.999868272693553
0.016146346074037574,-0.999869639257267
0.016090874739615964,-0.9998705334942689
0.016055348764789444,-0.999871104581006
0.016031131756364406,-0.9998714931502998
0.012021368946971246,-0.9999277407336197
0.012007463770302804,-0.9999279078082605
0.011988742725662504,-0.999928132441456
0.011961114893830551,-0.9999284633064991
0.011941851048835397,-0.9999286935544591
0.011814770072722363,-0.9999302031682655
0.01173728935928188,-0.9999311156467212
0.011671306642575981,-0.999931887981004
0.011603466956473553,-0.9999326775111362
0.011527443713597004,-0.9999335568133664
0.011503810634330024,-0.9999338289811429
0.011447358409244894,-0.9999344768460834
0.011420281766420251,-0.9999347864557847
0.011424052211050653,-0.9999347433863267
0.011416513809634918,-0.999934829482619
0.01141839747720086,-0.9999348079745263
0.011412121001128253,-0.9999348796267963
0.011414630763414852,-0.99993485098007
0.011404598331402529,-0.9999349654537035
0.011397085572123333,-0.9999350511110517
0.011386459423092792,-0.9999351721695794
0.011397711257350488,-0.9999350439794048
0.011403345517159696,-0.9999349797416912
0.01140585142093543,-0.999934951161006
0.011403971889875526,-0.9999349725982861
0.011414003219365232,-0.9999348581435235
0.011428454210767425,-0.9999346930846796
0.011443572568318187,-0.9999345201796335
0.011475197962882135,-0.9999341577482553
0.011493620908162843,-0.9999339461576546
0.01150572321960892,-0.9999338069758387
0.015482659455433657,-0.9998801364444575
0.015502443597795467,-0.9998798299008222
0.015505027865863993,-0.999879789830197
0.015507612995571077,-0.9998797497395272
0.015503304924773946,-0.9998798165461734
0.015472357324473152,-0.9998802959148779
0.015461212141000243,-0.9998804683156537
0.015459498922184312,-0.9998804948057918
0.01545864245512961,-0.9998805080475589
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.028541399667410785,-0.9995926112697238
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
0.011655804310512585,-0.9999320688056139
