iter	RMSE
0	0.07562010883
1	0.06398095198
2	0.05676127071
3	0.05223024798
4	0.04871163211
5	0.04660780853
6	0.04480472753
7	0.04321262909
8	0.04232177252
9	0.04152853145
10	0.04081330914
11	0.03985042009
12	0.03933815735
13	0.03885907267
14	0.03823086222
15	0.03774486959
16	0.03721457634
17	0.03668547918
18	0.03630696861
19	0.03562087198
20	0.03489661981
21	0.03465375536
22	0.03430058614
23	0.03389372801
24	0.03356670186
25	0.03322927102
26	0.03292182188
27	0.03259796169
28	0.03227315416
29	0.03193764944
30	0.03162592263
31	0.03130247672
32	0.03100895617
33	0.03075272995
34	0.03021090887
35	0.02988357162
36	0.02960064958
37	0.02932558115
38	0.02915358042
39	0.02894781033
40	0.02860690103
41	0.02823267922
42	0.02803653476
43	0.02781629982
44	0.02747140015
45	0.02730638768
46	0.02705251767
47	0.02687509598
48	0.02671938544
49	0.02642470041
50	0.02630908776
51	0.02609079295
52	0.025935697
53	0.02564947235
54	0.02535386269
55	0.02526247563
56	0.02494560848
57	0.02488656679
58	0.02472091629
59	0.02445843425
60	0.02427527769
61	0.02412398869
62	0.02403265962
63	0.02384553949
64	0.0237213752
65	0.02351922032
66	0.02330814625
67	0.02321793711
68	0.02305976642
69	0.02294251689
70	0.02285464307
71	0.02262490508
72	0.02249720321
73	0.022304599
74	0.02222524222
75	0.02211331127
76	0.02194436985
77	0.02179816483
78	0.02167492408
79	0.02160709536
80	0.02152940152
81	0.02145834024
82	0.02127634353
83	0.02109132346
84	0.0210607701
85	0.02101328266
86	0.02088888055
87	0.02081195486
88	0.02058336719
89	0.02050527401
90	0.02043548785
91	0.02039046383
92	0.02028355869
93	0.02021303515
94	0.02007168641
95	0.01998813976
96	0.01990144138
97	0.01982619114
98	0.01974955059
99	0.01960421595
